"Branch","Category","Brand","Product","IMEI/SRNO","Qty","Sender Branch","Status","Variant id"
"VASCO","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Black","'351743855188843","1","GANDHINAGAR Warehouse","In Transit","1361"
"VASCO","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Black","'351743855178893","1","GANDHINAGAR Warehouse","In Transit","1361"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Black","'351743855121612","1","GANDHINAGAR Warehouse","In Transit","1361"
"VASCO","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Black","'351743855138939","1","GANDHINAGAR Warehouse","In Transit","1361"
"PANAJI","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Black","'351743855149944","1","GANDHINAGAR Warehouse","In Transit","1361"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB White","'352221267825731","1","GANDHINAGAR Warehouse","In Transit","1714"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB White","'352221267808588","1","GANDHINAGAR Warehouse","In Transit","1714"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Blue","'350018551763137","1","GANDHINAGAR Warehouse","In Transit","1413"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG A32 6GB 128GB Awesome Black","'353089181270121","1","GANDHINAGAR Warehouse","In Transit","1747"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG A32 6GB 128GB Awesome Blue","'353089182869160","1","GANDHINAGAR Warehouse","In Transit","1760"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571658801","1","GANDHINAGAR Warehouse","In Transit","1284"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571668255","1","GANDHINAGAR Warehouse","In Transit","1284"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571657167","1","GANDHINAGAR Warehouse","In Transit","1284"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571659502","1","GANDHINAGAR Warehouse","In Transit","1284"
"HUPARI","Mobiles","VIVO","VIVO Y20G 4GB 64GB Purist Blue","'866588050649794","1","GANDHINAGAR Warehouse","In Transit","1673"
"BINDU CHOWK","Mobiles","VIVO","VIVO Y51A 8GB 128GB Crystal Symphony","'863500050081376","1","GANDHINAGAR Warehouse","In Transit","1327"
"PANAJI","Mobiles","APPLE","APPLE iPhone 12 -  128GB  Purple","'356594598975441","1","GANDHINAGAR Warehouse","In Transit","1903"
"VASCO","Mobiles","APPLE","APPLE iPhone 12 -  128GB  Purple","'356594598963272","1","GANDHINAGAR Warehouse","In Transit","1903"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Mini -  128GB  Purple","'354760873315668","1","GANDHINAGAR Warehouse","In Transit","1906"
"PONDA","Mobiles","APPLE","APPLE iPhone 12 - 256GB Black","'352619274304964","1","GANDHINAGAR Warehouse","In Transit","1366"
"VASCO","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'354112727235397","1","GANDHINAGAR Warehouse","In Transit","1246"
"PANAJI","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'352619274476705","1","GANDHINAGAR Warehouse","In Transit","755"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'351601284330586","1","GANDHINAGAR Warehouse","In Transit","755"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'352747612082180","1","GANDHINAGAR Warehouse","In Transit","665"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355900708944915","1","GANDHINAGAR Warehouse","In Transit","8"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 -  128GB  Purple","'356594598786087","1","GANDHINAGAR Warehouse","In Transit","1903"
"PANAJI","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'864712056452456","1","GANDHINAGAR Warehouse","In Transit","1023"
"VASCO","Mobiles","REDMI","REDMI 9 4GB 64GB Sky Blue","'860498052386559","1","GANDHINAGAR Warehouse","In Transit","217"
"MARGAO 1","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Mighty Black","'869938057119167","1","GANDHINAGAR Warehouse","In Transit","1275"
"MARGAO 1","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Mighty Black","'869938057135502","1","GANDHINAGAR Warehouse","In Transit","1275"
"MARGAO 1","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056690648","1","GANDHINAGAR Warehouse","In Transit","1274"
"PANAJI","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058106873","1","GANDHINAGAR Warehouse","In Transit","1025"
"PANAJI","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058107418","1","GANDHINAGAR Warehouse","In Transit","1025"
"MARGAO 1","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058069337","1","GANDHINAGAR Warehouse","In Transit","1025"
"MARGAO 1","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058102450","1","GANDHINAGAR Warehouse","In Transit","1025"
"VASCO","Mobiles","REDMI","REDMI 9A 2GB 32GB Midnight Black","'869514058076753","1","GANDHINAGAR Warehouse","In Transit","1025"
"PANAJI","Mobiles","REDMI","REDMI 9A 3GB 32GB Nature Green","'867796050398226","1","GANDHINAGAR Warehouse","In Transit","599"
"BINDU CHOWK","Mobiles","REDMI","REDMI 9A 3GB 32GB Nature Green","'867796050057400","1","GANDHINAGAR Warehouse","In Transit","599"
"VASCO","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055365075","1","GANDHINAGAR Warehouse","In Transit","1863"
"MARGAO 1","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055365810","1","GANDHINAGAR Warehouse","In Transit","1863"
"PANAJI","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055365133","1","GANDHINAGAR Warehouse","In Transit","1863"
"MARGAO 1","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055363955","1","GANDHINAGAR Warehouse","In Transit","1863"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG S21 Ultra 5G 12GB 256GB Phantom Silver","'355987190611789","1","GANDHINAGAR Warehouse","In Transit","1377"
"PANAJI","Mobiles","SAMSUNG","SAMSUNG S21 Ultra 5G 12GB 256GB Phantom Black","'355987190593953","1","GANDHINAGAR Warehouse","In Transit","1343"
"VASCO","Mobiles","SAMSUNG","SAMSUNG M02s 4GB 64GB Blue","'351743855067435","1","GANDHINAGAR Warehouse","In Transit","1362"
"PONDA","Mobiles","SAMSUNG","SAMSUNG Galaxy M01 Core 1GB 16GB Black","'353853571659569","1","GANDHINAGAR Warehouse","In Transit","1284"
"PANAJI","Mobiles","SAMSUNG","SAMSUNG F62 6GB 128GB Laser Grey","'350641033945814","1","GANDHINAGAR Warehouse","In Transit","1774"
"PANAJI","Mobiles","SAMSUNG","SAMSUNG F62 6GB 128GB Laser Grey","'350641033935526","1","GANDHINAGAR Warehouse","In Transit","1774"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'355883619454119","1","GANDHINAGAR Warehouse","In Transit","10"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'355900708521689","1","GANDHINAGAR Warehouse","In Transit","11"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355900708653979","1","GANDHINAGAR Warehouse","In Transit","8"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 8T 8GB 128GB Aquamarine Green","'861235050530898","1","GANDHINAGAR Warehouse","In Transit","81"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 8T 8GB 128GB Aquamarine Green","'861235050533058","1","GANDHINAGAR Warehouse","In Transit","81"
"VASCO","Mobiles","ONE PLUS","ONE PLUS 8T 8GB 128GB Aquamarine Green","'861235050531219","1","GANDHINAGAR Warehouse","In Transit","81"
"PANAJI","Mobiles","ONE PLUS","ONE PLUS 8T 8GB 128GB Aquamarine Green","'861235050531151","1","GANDHINAGAR Warehouse","In Transit","81"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388052852695","1","GANDHINAGAR Warehouse","In Transit","1870"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388052903498","1","GANDHINAGAR Warehouse","In Transit","1870"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388054622815","1","GANDHINAGAR Warehouse","In Transit","1860"
"VASCO","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388054613178","1","GANDHINAGAR Warehouse","In Transit","1860"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388054624316","1","GANDHINAGAR Warehouse","In Transit","1860"
"PANAJI","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388054624597","1","GANDHINAGAR Warehouse","In Transit","1860"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388054624076","1","GANDHINAGAR Warehouse","In Transit","1860"
"HUPARI","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Lake Blue","'869388052676979","1","GANDHINAGAR Warehouse","In Transit","1886"
"PANAJI","Mobiles","MI","MI 10i 5G 6GB 128GB Midnight Black","'862384057230695","1","GANDHINAGAR Warehouse","In Transit","1303"
"MARGAO 1","Mobiles","MI","MI 10i 5G 6GB 128GB Midnight Black","'862384057238656","1","GANDHINAGAR Warehouse","In Transit","1303"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 6GB  128GB  Shadow Black","'865481052922453","1","GANDHINAGAR Warehouse","In Transit","1877"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481054369570","1","GANDHINAGAR Warehouse","In Transit","1850"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Blue","'352221267259949","1","GANDHINAGAR Warehouse","In Transit","1718"
"PANAJI","Mobiles","SAMSUNG","SAMSUNG A12 4GB 128GB White","'350766962602381","1","GANDHINAGAR Warehouse","In Transit","1716"
"JAYSINGPUR","Mobiles","SAMSUNG","SAMSUNG A52 6GB  128GB  Awesome Blue","'350281376936078","1","GANDHINAGAR Warehouse","In Transit","1803"
"MARGAO 1","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Blue","'350018551757089","1","GANDHINAGAR Warehouse","In Transit","1413"
"PONDA","Mobiles","SAMSUNG","SAMSUNG Galaxy A31 6GB 128GB Prism Crush Black","'350018551748302","1","GANDHINAGAR Warehouse","In Transit","274"
"VASCO","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055526619","1","GANDHINAGAR Warehouse","In Transit","1863"
"MARGAO 1","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055526551","1","GANDHINAGAR Warehouse","In Transit","1863"
"PANAJI","Mobiles","REALME","REALME C21 4GB  64GB  Cross Blue","'863541055525272","1","GANDHINAGAR Warehouse","In Transit","1863"
"PANAJI","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Blue","'862448055788333","1","GANDHINAGAR Warehouse","In Transit","1823"
"SINNAR","Mobiles","REALME","REALME 8 5G 8GB  128GB  Supersonic Black","'863510052510710","1","GANDHINAGAR Warehouse","In Transit","1891"
"PONDA","Mobiles","REALME","REALME 8 5G 8GB  128GB  Supersonic Blue","'863510054432673","1","GANDHINAGAR Warehouse","In Transit","1890"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481054944737","1","GANDHINAGAR Warehouse","In Transit","1868"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481054973934","1","GANDHINAGAR Warehouse","In Transit","1868"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481054981135","1","GANDHINAGAR Warehouse","In Transit","1868"
"PANAJI","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481055004275","1","GANDHINAGAR Warehouse","In Transit","1868"
"BINDU CHOWK","Mobiles","VIVO","Vivo V20 8GB 128GB Sunset Melody","'866812058433112","1","GANDHINAGAR Warehouse","In Transit","44"
"HUPARI","Mobiles","VIVO","VIVO Y12s 3GB 32GB Phantom Black","'860409055284634","1","GANDHINAGAR Warehouse","In Transit","1322"
"HUPARI","Mobiles","VIVO","VIVO Y20G 6GB 128GB Obsidian Black","'864948059127857","1","GANDHINAGAR Warehouse","In Transit","1376"
"BINDU CHOWK","Mobiles","VIVO","VIVO Y20G 6GB 128GB Purist Blue","'864948058835716","1","GANDHINAGAR Warehouse","In Transit","1375"
"KARAD 2","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Mighty Black","'865223059850448","1","GANDHINAGAR Warehouse","In Transit","1275"
"PONDA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Mighty Black","'865223059847105","1","GANDHINAGAR Warehouse","In Transit","1275"
"MARGAO 1","Mobiles","MI","MI 10i 5G 8GB 128GB Midnight Black","'862384056438034","1","GANDHINAGAR Warehouse","In Transit","1304"
"MARGAO 1","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'860498056603850","1","GANDHINAGAR Warehouse","In Transit","1023"
"MARGAO 1","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'860498056623619","1","GANDHINAGAR Warehouse","In Transit","1023"
"HUPARI","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'860498056391399","1","GANDHINAGAR Warehouse","In Transit","1023"
"VASCO","Mobiles","REDMI","REDMI 9 4GB 64GB Carbon Black","'860498056484798","1","GANDHINAGAR Warehouse","In Transit","1023"
"MARGAO 1","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Blue","'863510055713170","1","GANDHINAGAR Warehouse","In Transit","1911"
"PANAJI","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Blue","'862448056084278","1","GANDHINAGAR Warehouse","In Transit","1823"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Green","'355883619934953","1","GANDHINAGAR Warehouse","In Transit","747"
"PONDA","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'351039498220840","1","GANDHINAGAR Warehouse","In Transit","9"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'359245677450155","1","GANDHINAGAR Warehouse","In Transit","10"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'357593328975241","1","GANDHINAGAR Warehouse","In Transit","10"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'359130338725056","1","GANDHINAGAR Warehouse","In Transit","11"
"VASCO","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'358981875543596","1","GANDHINAGAR Warehouse","In Transit","8"
"BINDU CHOWK","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056123890","1","GANDHINAGAR Warehouse","In Transit","1910"
"MARGAO 1","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056123239","1","GANDHINAGAR Warehouse","In Transit","1910"
"PANAJI","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056123130","1","GANDHINAGAR Warehouse","In Transit","1910"
"SWARGATE 1","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056118833","1","GANDHINAGAR Warehouse","In Transit","1910"
"PONDA","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056118890","1","GANDHINAGAR Warehouse","In Transit","1910"
"VASCO","Mobiles","REALME","REALME 8 5G 4GB  64GB  Supersonic Black","'863510056118411","1","GANDHINAGAR Warehouse","In Transit","1910"
"BINDU CHOWK","Mobiles","REALME","REALME 8 5G 8GB  128GB  Supersonic Black","'863510054823590","1","GANDHINAGAR Warehouse","In Transit","1891"
"BINDU CHOWK","Mobiles","SAMSUNG","SAMSUNG A32 6GB 128GB Awesome Blue","'353089182871364","1","GANDHINAGAR Warehouse","In Transit","1760"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'352619274470138","1","GANDHINAGAR Warehouse","In Transit","755"
"PANAJI","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'352681238627898","1","GANDHINAGAR Warehouse","In Transit","11"
"JAYSINGPUR","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'359245676564261","1","GANDHINAGAR Warehouse","In Transit","8"
"BINDU CHOWK","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352681238151634","1","GANDHINAGAR Warehouse","In Transit","9"
"SANGOLA","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'358981875489717","1","GANDHINAGAR Warehouse","In Transit","9"
"ICHALKARANJI 3","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352012838465168","1","GANDHINAGAR Warehouse","In Transit","9"
"PANAJI","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053132039","1","GANDHINAGAR Warehouse","In Transit","1876"
"JAYSINGPUR","Mobiles","SAMSUNG","SAMSUNG A12 4GB 128GB Black","'350766962725158","1","GANDHINAGAR Warehouse","In Transit","1717"
"SANGOLA","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481056265511","1","GANDHINAGAR Warehouse","In Transit","1868"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481056279892","1","GANDHINAGAR Warehouse","In Transit","1868"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481056314178","1","GANDHINAGAR Warehouse","In Transit","1868"
"ICHALKARANJI 3","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481056276914","1","GANDHINAGAR Warehouse","In Transit","1868"
"KAWATHE MAHNKAL","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Shadow Black","'865481056205699","1","GANDHINAGAR Warehouse","In Transit","1868"
"ICHALKARANJI 3","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481056310119","1","GANDHINAGAR Warehouse","In Transit","1850"
"ICHALKARANJI 3","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481056306232","1","GANDHINAGAR Warehouse","In Transit","1850"
"SWARGATE 1","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481056291350","1","GANDHINAGAR Warehouse","In Transit","1850"
"PANAJI","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481056240035","1","GANDHINAGAR Warehouse","In Transit","1850"
"SINNAR","Mobiles","REDMI","REDMI Note 10 4GB  64GB  Aqua Green","'865481056259878","1","GANDHINAGAR Warehouse","In Transit","1850"
"PONDA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938055806484","1","GANDHINAGAR Warehouse","In Transit","1274"
"SANGOLA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056262968","1","GANDHINAGAR Warehouse","In Transit","1274"
"MANGALWEDHA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056743686","1","GANDHINAGAR Warehouse","In Transit","1274"
"KAWATHE MAHNKAL","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056730725","1","GANDHINAGAR Warehouse","In Transit","1274"
"MANGALWEDHA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056733166","1","GANDHINAGAR Warehouse","In Transit","1274"
"LATUR 2","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056754501","1","GANDHINAGAR Warehouse","In Transit","1274"
"RANKALA","Mobiles","REDMI","REDMI 9 Power 4GB 64GB Blazing Blue","'869938056739429","1","GANDHINAGAR Warehouse","In Transit","1274"
"MARGAO 1","Mobiles","REDMI","REDMI Note 10 6GB  128GB  Aqua Green","'865481055840397","1","GANDHINAGAR Warehouse","In Transit","1849"
"SANGOLA","Mobiles","REDMI","REDMI Note 10 6GB  128GB  Aqua Green","'865481055196139","1","GANDHINAGAR Warehouse","In Transit","1849"
"PANAJI","Mobiles","APPLE","APPLE iPhone 12 - 128GB Green","'352704135949866","1","GANDHINAGAR Warehouse","In Transit","1241"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018052976030","1","GANDHINAGAR Warehouse","In Transit","1876"
"PONDA","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053138796","1","GANDHINAGAR Warehouse","In Transit","1876"
"PHALTAN 1","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053138473","1","GANDHINAGAR Warehouse","In Transit","1876"
"VASCO","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053137699","1","GANDHINAGAR Warehouse","In Transit","1876"
"JAYSINGPUR","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018052976055","1","GANDHINAGAR Warehouse","In Transit","1876"
"ICHALKARANJI 3","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053137913","1","GANDHINAGAR Warehouse","In Transit","1876"
"SWARGATE 1","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053140099","1","GANDHINAGAR Warehouse","In Transit","1876"
"MIRAJ 2","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053138853","1","GANDHINAGAR Warehouse","In Transit","1876"
"VADUJ","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053138655","1","GANDHINAGAR Warehouse","In Transit","1876"
"KAWATHE MAHNKAL","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051421694","1","GANDHINAGAR Warehouse","In Transit","1915"
"KARAD 1","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051422734","1","GANDHINAGAR Warehouse","In Transit","1915"
"ICHALKARANJI 3","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051314410","1","GANDHINAGAR Warehouse","In Transit","1915"
"SWARGATE 1","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051426495","1","GANDHINAGAR Warehouse","In Transit","1915"
"LATUR 2","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051431354","1","GANDHINAGAR Warehouse","In Transit","1915"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9 Pro 5G 12GB  256GB  Pine Green","'868768051306358","1","GANDHINAGAR Warehouse","In Transit","1915"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9 5G 8GB  128GB  Astral Black","'863018052505797","1","GANDHINAGAR Warehouse","In Transit","1875"
"JAYSINGPUR","Mobiles","ONE PLUS","ONE PLUS 9 5G 8GB  128GB  Arctic Sky","'863018052827712","1","GANDHINAGAR Warehouse","In Transit","1872"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9 5G 8GB  128GB  Arctic Sky","'863018052957055","1","GANDHINAGAR Warehouse","In Transit","1872"
"LATUR 2","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053138432","1","GANDHINAGAR Warehouse","In Transit","1876"
"BINDU CHOWK","Mobiles","ONE PLUS","ONE PLUS 9 5G 12GB  256GB  Astral Black","'863018053139778","1","GANDHINAGAR Warehouse","In Transit","1876"
"PONDA","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Carbon Black","'869388055788854","1","GANDHINAGAR Warehouse","In Transit","1861"
"KAWATHE MAHNKAL","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Carbon Black","'869388055821531","1","GANDHINAGAR Warehouse","In Transit","1861"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 8GB  128GB  Lake Blue","'869388055123797","1","GANDHINAGAR Warehouse","In Transit","1860"
"MARGAO 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055205313","1","GANDHINAGAR Warehouse","In Transit","1870"
"PONDA","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055204217","1","GANDHINAGAR Warehouse","In Transit","1870"
"PHALTAN 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055202716","1","GANDHINAGAR Warehouse","In Transit","1870"
"MIRAJ 2","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055202450","1","GANDHINAGAR Warehouse","In Transit","1870"
"MANGALWEDHA","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055205131","1","GANDHINAGAR Warehouse","In Transit","1870"
"SWARGATE 1","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055160096","1","GANDHINAGAR Warehouse","In Transit","1870"
"VADUJ","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055202872","1","GANDHINAGAR Warehouse","In Transit","1870"
"BINDU CHOWK","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055207855","1","GANDHINAGAR Warehouse","In Transit","1870"
"JAYSINGPUR","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Carbon Black","'869388055209455","1","GANDHINAGAR Warehouse","In Transit","1870"
"LATUR 2","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Lake Blue","'869388055411077","1","GANDHINAGAR Warehouse","In Transit","1886"
"MIRAJ 2","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Lake Blue","'869388055408974","1","GANDHINAGAR Warehouse","In Transit","1886"
"ICHALKARANJI 3","Mobiles","ONE PLUS","ONE PLUS 9R 5G 12GB  256GB  Lake Blue","'869388055393390","1","GANDHINAGAR Warehouse","In Transit","1886"
"PHALTAN 1","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Black","'862448056365859","1","GANDHINAGAR Warehouse","In Transit","1824"
"LATUR 2","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Black","'862448056433251","1","GANDHINAGAR Warehouse","In Transit","1824"
"LATUR 2","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Black","'862448056432774","1","GANDHINAGAR Warehouse","In Transit","1824"
"MANGALWEDHA","Mobiles","REALME","REALME 8 Pro 6GB  128GB  Infinite Black","'862448056437518","1","GANDHINAGAR Warehouse","In Transit","1824"
"ICHALKARANJI 3","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Blue","'352221267278105","1","GANDHINAGAR Warehouse","In Transit","1718"
"HUPARI","Mobiles","SAMSUNG","SAMSUNG A12 4GB 64GB Blue","'352221267194849","1","GANDHINAGAR Warehouse","In Transit","1718"
